metricsType,progress,startTime,mapId,state,host,diagnostic,assignedContainer,executionTimeSec,elapsedTimeSec,finishTime,blockId,jobId,timestamp
metricsType=map,43.732944,1710859056714,attempt_1710848715047_0087_m_000001_0,RUNNING,worker3:8042,,container_1710848715047_0087_01_000005,35.081,35.081,0,hdfs://master:9000/pagerank1073741824 > map,application_1710848715047_0087,1710859089.268894
metricsType=map,26.340544,1710859055755,attempt_1710848715047_0087_m_000002_0,RUNNING,worker5:8042,,container_1710848715047_0087_01_000002,36.052,36.052,0,hdfs://master:9000/pagerank2147483648 > map,application_1710848715047_0087,1710859089.2808695
metricsType=map,28.713434,1710859056703,attempt_1710848715047_0087_m_000003_0,RUNNING,worker5:8042,,container_1710848715047_0087_01_000008,35.119,35.119,0,hdfs://master:9000/pagerank3221225472 > map,application_1710848715047_0087,1710859089.2956405
metricsType=map,38.025063,1710859055754,attempt_1710848715047_0087_m_000004_0,RUNNING,worker1:8042,,container_1710848715047_0087_01_000004,36.08,36.08,0,hdfs://master:9000/pagerank4294967296 > map,application_1710848715047_0087,1710859089.3074589
metricsType=map,49.873337,1710859056717,attempt_1710848715047_0087_m_000005_0,RUNNING,worker4:8042,,container_1710848715047_0087_01_000007,35.128,35.128,0,hdfs://master:9000/pagerank5368709120 > map,application_1710848715047_0087,1710859089.3187935
metricsType=map,43.809586,1710859056717,attempt_1710848715047_0087_m_000006_0,RUNNING,worker2:8042,,container_1710848715047_0087_01_000010,35.14,35.14,0,hdfs://master:9000/pagerank6442450944 > map,application_1710848715047_0087,1710859089.3301284
metricsType=map,42.66475,1710859056734,attempt_1710848715047_0087_m_000007_0,RUNNING,worker1:8042,,container_1710848715047_0087_01_000009,35.134,35.134,0,hdfs://master:9000/pagerank7516192768 > map,application_1710848715047_0087,1710859089.3420303
metricsType=map,27.048021,1710859057680,attempt_1710848715047_0087_m_000008_0,RUNNING,worker5:8042,,container_1710848715047_0087_01_000012,34.2,34.2,0,hdfs://master:9000/pagerank8589934592 > map,application_1710848715047_0087,1710859089.353619
metricsType=map,100.0,1710859056708,attempt_1710848715047_0087_m_000009_0,SUCCEEDED,worker6:8042,,container_1710848715047_0087_01_000006,32.016,32.016,1710859088724,hdfs://master:9000/pagerank9663676416,application_1710848715047_0087,1710859089.3644674
metricsType=map,56.804543,1710859055751,attempt_1710848715047_0087_m_000000_0,RUNNING,worker2:8042,,container_1710848715047_0087_01_000003,39.18,39.18,0,hdfs://master:9000/pagerank0 > map,application_1710848715047_0087,1710859092.4047115
